page	claim	claim_label	tags	claim_source_domain	claim_source_url	date
http://www.emergent.info/ISIS-claims-death-Kayla-Mueller	Claim: American hostage Kayla Mueller was killed in a coalition bombing campaign against ISIS	unverified	['Airstrikes', 'ISIS', 'Jordan', 'Kayla Mueller', 'Syria', 'United States of America']			2015/02/06
http://www.emergent.info/brokaw-wants-williams-fired	Claim: Tom Brokaw wants Brian Williams fired	false	['Brian Williams', 'NBC', 'Tom Brokaw']			2015/02/06
http://www.emergent.info/ISIS-treasurer-stole-money	Claim: An ISIS treasurer stole money from the organization and fled	unverified	['ISIS', 'Syria', 'Turkey']			2015/02/06
http://www.emergent.info/King-of-Jordan-airstrikes-ISIS	Claim: Jordan's King Abdullah II will participate in air strikes against ISIS	false	['ISIS', 'Jordan', 'King Abdullah II']			2015/02/05
http://www.emergent.info/penis-acid-attack	Claim: A 17-year-old poured acid her boyfriend's genitals after their sex tape went viral	unverified	['Acid', 'AENS', 'Sex Tape', 'South Africa']			2015/02/03
http://www.emergent.info/student-suspended-Hobbit-magic	Claim: A fourth-grade student from Texas was suspended after threatening another student with magic 	unverified	['Magic', 'Texas', 'The Hobbit', 'The Lord of the Rings']			2015/02/02
http://www.emergent.info/taliban-five-Bergdahl-exchange-fighting-again	Claim: At least one of the 'Taliban Five' exchanged for soldier Bowe Bergdahl is trying to return to militancy	unverified	['Bowe Bergdahl', 'Prisoner Exchange', 'Taliban']			2015/01/30
http://www.emergent.info/McDondalds-pizza-still-being+served	Claim: Two locations in the U.S. are still serving the original McDonald's pizza	false	"[""McDonald's"", 'McPizza', 'Ohio', 'Pizza', 'West Virginia']"			2015/01/29
http://www.emergent.info/Texas-Sharia-law	Claim: A jurisdiction of Texas is now under Sharia law	false	['Dallas', 'Sharia Law', 'Texas']			2015/01/29
http://www.emergent.info/michelle-obama-hair-saudi-arabia	Claim: Saudi TV blurred out Michelle Obama's uncovered face during a visit to the country	false	['Michelle Obama', 'Saudi Arabia', 'Video']			2015/01/28
http://www.emergent.info/IBM-job-cuts	Claim: IBM will cut more than 110,000 jobs this week	unverified	['IBM']			2015/01/26
http://www.emergent.info/iphone-6-rumor	Claim: The iPhone 6s will have a dual-lens camera	unverified	['Apple', 'iPhone', 'iPhone 6']			2015/01/19
http://www.emergent.info/saudi-cleric-snowmen	Claim: A Saudi cleric declared that snowmen are anti-Islamic	true	['Religion', 'Saudi Arabia']			2015/01/12
http://www.emergent.info/Ebola-rats-ghost-ship	Claim: A ghost ship filled with Ebola-infected rats is heading towards Florida.	false	['Ebola', 'Fake News', 'Hoaxes', 'World News Daily Report']			2015/01/10
http://www.emergent.info/banksy-hebdo-charlie-cartoon	Claim: Artist Banksy drew a cartoon about the Charlie Hebdo murders	false	['Banksy', 'Cartoons']			2015/01/08
http://www.emergent.info/woman-cat-coat-hoax	Claim: An 85-year-old woman was arrested for making fur coats out of her neighbors' cats	false	['Animals', 'Fake News', 'Hoaxes', 'Texas']			2015/01/07
http://www.emergent.info/bruno-mars-michel-jackson-son-hoax	Claim: A DNA test proved that Bruno Mars is Michael Jackson's son	false	['Bruno Mars', 'Celebrity Deaths', 'Fake News', 'Hoaxes']			2015/01/05
http://www.emergent.info/Hugh-Hefner-death-hoax	Claim: Playboy founder Hugh Hefner is dead	false	['Celebrity Deaths', 'Fake News', 'Hoaxes', 'Hugh Hefner']			2014/12/29
http://www.emergent.info/sons-of-anarchy-movie	Claim: There will be a Sons of Anarchy film	false	['Sons of Anarchy', 'TV']			2014/12/24
http://www.emergent.info/mcdonalds-big-mac-hoax	Claim: McDonald's will stop serving the Big Mac	false	['Daily Buzz Live', 'Fake News', 'Hoaxes']			2014/12/22
http://www.emergent.info/hackers-thank-sony-for-pulling-film	"Claim: The group behind the Sony hack sent a message to company execs praising their decision to pull ""The Interview"""	unverified	['Sony', 'The Interview']			2014/12/19
http://www.emergent.info/high-school-trader-worth-72-million	Claim: A N.Y. high schooler earned $72 million in the stock market	false	['NYC', 'Stock Market']			2014/12/15
http://www.emergent.info/four-inch-iphone	Claim: Apple will launch a 4-inch iPhone in 2015	unverified	['Apple', 'Feng.com', 'iPhone']			2014/12/08
http://www.emergent.info/robot-security-guards-microsoft	Claim: Robot security guards are patrolling a Microsoft campus in Silicon Valley	false	['Microsoft', 'Robots']			2014/11/25
http://www.emergent.info/amazon-streaming-video	Claim: Amazon will launch an ad-supported video streaming service in early 2015	unverified	['Amazon', 'Video']			2014/11/23
http://www.emergent.info/teletubbies-baby	Claim: Jess Smith of Chatham, Kent was the smiling sun baby in the Teletubbies TV show	unverified	['Teletubbies', 'TV']			2014/12/24
http://www.emergent.info/video-game-resignation	"Claim: A developer quit his job with an X-rated message inserted in a video game called ""Electric Boogie"""	unverified	['Electric Boogie', 'Video', 'Video Games']			2014/12/16
http://www.emergent.info/axel-rose-dead	Claim: Guns N' Roses signer Axel Rose is dead	false	['Celebrity Deaths', 'Fake News', 'Hoaxes']			2014/12/03
http://www.emergent.info/Cesar-Mill%C3%A1n-death-report	Claim: Cesar Millán, the Dog Whisperer, has died	false	['Celebrity Deaths', 'Hoaxes']			2014/12/03
http://www.emergent.info/lego-letter-to-parents	Claim: Lego sent a letter to parents in the 1970s  that had a powerful message about gender equality	true	['LEGO']			2014/11/24
http://www.emergent.info/lisa-bonet-tweet-cosby	Claim: Former Cosby Show actor Lisa Bonet tweeted about the accusations against Bill Cosby	false	['Bill Cosby', 'Twitter']			2014/11/24
http://www.emergent.info/vogue-offices-rats	Claim: Vogue magazine's new offices are infested with rats	unverified	['conde nast', 'rats', 'Vogue']			2014/11/21
http://www.emergent.info/big-bank-hank-death-report	Claim: Big Bank Hank of the Sugarhill Gang is dead	true	['Big Bank Hank', 'Celebrity Deaths', 'Sugarhill Gang']			2014/11/11
http://www.emergent.info/led-zeppelin-contract	Claim:  Robert Plant ripped up an $800 million contract offer to reunite Led Zeppelin	false	['Led Zeppelin', 'Robert Plant']			2014/11/10
http://www.emergent.info/Macaulay-Culkin-death-hoax	Claim: Macaulay Culkin is dead	false	['Celebrity Deaths', 'Hoaxes', 'Macaulay Culkin']			2014/11/09
http://www.emergent.info/did-nbc-meteorologist-relieve-himself	Claim: NBC meteorologist Mike Seidel was caught relieving himself on camera	false	['Brian Williams', 'Mike Seidel', 'NBC']			2014/11/04
http://www.emergent.info/seth-rogen-woz	Claim: Seth Rogen will play Steve Wozniak in a film about Steve Jobs	true	['Apple', 'Seth Rogen', 'Steve Jobs']			2014/10/31
http://www.emergent.info/jose-canseco-shot	Claim: Jose Canseco was shot	true	['Jose Canseco']			2014/10/29
http://www.emergent.info/matt-Taibbi--first-look	Claim: Journalist Matt Taibbi has left First Look Media	true	['First Look Media', 'Matt Taibbi']			2014/10/28
http://www.emergent.info/paul-rudd-dallas-airport	Claim: Paul Rudd helped take down the Dallas airport homophobe	false	['Dallas/Fort Worth Airport', 'LGBQT', 'Paul Rudd']			2014/10/27
http://www.emergent.info/judd-nelson-not-dead	Claim: Judd Nelson is dead	false	['Celebrity Deaths', 'Hoaxes', 'Judd Nelson']			2014/10/26
http://www.emergent.info/banksy-arrested-hoax	Claim: Anonymous street artist Banksy was arrested	false	[]			2014/10/20
http://www.emergent.info/ESPN-domestic-violence-panel	Claim: ESPN planned a special domestic violence panel that didn't include any women	false	['ESPN', 'NFL']			2014/09/29
http://www.emergent.info/rivers-selfie	Claim: Joan Rivers' doctor took a selfie during her operation	true	[]			2014/09/17
http://www.emergent.info/batmobile-stolen	Claim: The Batmobile was stolen	false	[]			2014/09/12
http://www.emergent.info/nhl-vegas	Claim: The NHL will announce an expansion to Las Vegas in 2014	false	['Las Vegas', 'NHL']			2014/08/27
http://www.emergent.info/north-korea-restaurant-scotland	Claim: North Korea plans to open a restaurant in Scotland	false	['Food', 'Kim Jong Un', 'North Korea', 'Scotland']			2014/01/13
http://www.emergent.info/scorpion-delays-plane	Claim: An Alaska Airlines plane was delayed when a scorpion stung a woman onboard	true	['Alaska Airlines', 'ESPN', 'Scorpions']			2015/02/17
http://www.emergent.info/Kanye-boycott	Claim: Kanye West has been banned from future awards shows	false	['Boycott', 'Grammys', 'Kanye West', 'MTV Music Awards', 'Oscars']			2015/02/11
http://www.emergent.info/manson-fiance-wants-his-corpse	Claim: Charles Manson's fiance wanted to marry him to obtain custody of his corpse	unverified	['Charles Manson', 'Marriage']			2015/02/10
http://www.emergent.info/Korean-woman-hair-robot-vacuum	Claim: A South Korean woman's hair was accidentally eaten by a robot vacuum cleaner	true	['Hair', 'Robots', 'South Korea']			2015/02/09
http://www.emergent.info/snowy-owl-killed-mate	Claim: A snowy owl killed her mate because his penis was too small	unverified	['Animals', 'CEN', 'Poland']			2015/02/09
http://www.emergent.info/viral-photo-app-ranking-manipulation	Claim: Viral photo shows a worker at an app-ranking manipulation farm	unverified	['Applications', 'App Store', 'China', 'Photo']			2015/02/05
http://www.emergent.info/husband-hears-lost-voicemail-recording	Claim: A widower heard his dead wife's voice again after a company managed to recover a deleted voicemail recording	true	['Virgin Media', 'Voicemail']			2015/01/30
http://www.emergent.info/miracle-cat-back-from-grave	Claim: A cat that was hit by a car and believed dead dug himself out of his grave	true	['Animals', 'Cats', 'Florida', 'Zombies']			2015/01/28
http://www.emergent.info/Peruvian-catcallers-meet-their-mothers	Claim: A Video shows sexist Peruvian men being tricked into harassing their own mothers	false	['Everlast', 'Harassment', 'Natalia Málaga', 'Peru']			2015/01/27
http://www.emergent.info/Italian-nun-gave-birth	Claim: An nun in an Italian convent gave birth to a child 	unverified	['Italy', 'Nun', 'Pregnancy']			2015/01/25
http://www.emergent.info/Pizza-Delivery-Driver-Gets-%242000-tip	Claim: A Michigan pizza delivery guy received a $2,084 tip	true	['Pizza']			2015/01/21
http://www.emergent.info/Michele-Bachmann-MLK-gun-quote	"Claim: Michele Bachmann said ""If blacks had been allowed to own guns in the 1960s, Dr. [Martin Luther] King might well be alive today."""	false	['Fake News', 'Gun Control', 'Hoaxes', 'Martin Luther King Jr.', 'Michele Bachmann']			2015/01/21
http://www.emergent.info/boy-billed-for-missing-birthday	Claim: A 5-year-old boy was invoiced for missing a birthday party	true	['Birthday', 'Invoice']			2015/01/19
http://www.emergent.info/Boston-marathon-bomber-beaten	Claim: Boston marathon bombing suspect Dzhokhar Tsarnaev was severely beaten in prison	false	['Bombing', 'Boston', 'Boston Marathon', 'Dzhokhar Tsarnaev', 'Fake News', 'Hoaxes']			2015/01/19
http://www.emergent.info/40-pound-baby	Claim: A 600-pound Australian woman gave birth to 40-pound baby	false	['Australia', 'Baby', 'Fake News', 'Pregnancy', 'World News Daily Report']			2015/01/16
http://www.emergent.info/cat-saves-baby	Claim: A Russian cat rescued an abandoned baby	unverified	['CEN', 'Russia']			2015/01/16
http://www.emergent.info/underwear-thief-shaming	Claim: A man caught stealing women's underwear was forced to wear it and walk around in public	unverified	['CEN', 'Singapore', 'Underwear']			2015/01/15
http://www.emergent.info/wife-cuts-off-penis-twice	Claim: A woman cut off her husband's penis twice	unverified	['CEN', 'China', 'Penis Chopping']			2015/01/14
http://www.emergent.info/tiger-woods-island	Claim: Tiger Woods is selling his island in Lake Mälaren, Sweden	false	['Real Estate', 'Sweden', 'Tiger Woods']			2015/01/12
http://www.emergent.info/dog-abandoned-with-suitcase	Claim: An abandoned dog was found at Scottish railway station with a suitcase of his belongings 	true	['Animals', 'Scotland']			2015/01/07
http://www.emergent.info/vet-saves-constipated-goldfish	Claim: A man paid £300 for surgery for his constipated goldfish	true	['Animals', 'Operations']			2015/01/06
http://www.emergent.info/woman-woke-up-brain-surgery	Claim: A woman woke up during brain surgery and talked about cats, asked the surgeons ‘How’s it going?’	true	['CEN', 'Iga Jasica', 'Operations', 'Poland']			2015/01/04
http://www.emergent.info/FBI-pig-brothel	Claim: FBI agents arrested partygoers in a raid on a 'pig brothel' in Missouri	false	['Animals', 'Fake News', 'FBI']			2015/01/03
http://www.emergent.info/homeless-man-hundred-dollars	Claim: YouTube star Josh Paler Lin gave a homeless man $100 and filmed how he spent it without the man's knowledge	unverified	['Josh Paler Lin', 'Video']			2015/01/02
http://www.emergent.info/cheating-husband-and-twin-naked	Spurned wife leaves cheating husband and her twin naked in busy car park	unverified	['CEN', 'China']			2015/01/01
http://www.emergent.info/guy-sets-college-on-fire	Man Sets College On Fire With Marriage Proposal	unverified	['CEN', 'China']			2015/01/01
http://www.emergent.info/mob-attacks-adulterous-woman	Mob Strips Adulterous Woman	unverified	['CEN', 'China']			2015/01/01
http://www.emergent.info/woman-in-kfc-for-week	Lovesick woman stays in KFC for one week	unverified	['CEN', 'China', 'kfc']			2015/01/01
http://www.emergent.info/Indian-man-penis-chopped	Claim: A crowd chopped off a man's penis after he was caught trying to rape a woman	unverified	['CEN', 'India', 'Penis Chopping']			2015/01/01
http://www.emergent.info/aunt-chopped-penis	Claim: A young boy's aunt chopped off his penis after he interrupted her in the bathroom	unverified	['CEN', 'China', 'Penis Chopping']			2015/01/01
http://www.emergent.info/austrian-ski-resort-old-snow	Claim: Low snowfall led an Austrian ski resort to use snow gathered the previous season	unverified	['Austria', 'CEN', 'Skiing']			2015/01/01
http://www.emergent.info/chinese-man-penis-chopping	Claim a Chinese man chopped off his own penis due to his frustration with not finding love	unverified	['CEN', 'China', 'Penis Chopping']			2015/01/01
http://www.emergent.info/cheater-dms-present	Claim: A woman broke up with her cheating boyfriend by printing out and wrapping his incriminating Twitter direct messages	unverified	['Christmas', 'Twitter']			2014/12/29
http://www.emergent.info/argentina-president-adopts-boy-werewolf	Claim: The president of Argentina became the adopted godmother of a boy to help stop him from becoming a werewolf	false	['Argentina', 'Christina Fernández de Kirchner', 'Werewolf']			2014/12/29
http://www.emergent.info/sceptic-tanker-overflows	Claim: A sceptic tank exploded on a busy street	unverified	['CEN', 'China']			2014/12/29
http://www.emergent.info/Planetary-alignment-weightlessness-hoax	Claim: A unique planetary alignment on Jan. 4, 2015 will cause partial weightlessness on earth	false	['Daily Buzz Live', 'Fake News', 'Hoaxes', 'Science']			2014/12/29
http://www.emergent.info/man-paid+off-parents-mortgage-christmas	Claim: Video shows the moment when a man tells his parents that he paid of their mortgage	true	['Video']			2014/12/27
http://www.emergent.info/bosnian-girls-pregnant-school-trip	Claim: Seven underage Bosnian girls got pregnant on a school trip	unverified	['Bosnia', 'Pregnancy']			2014/12/23
http://www.emergent.info/man-hospitalized-chugging-eggnog	Claim: Man hospitalized after winning eggnog-chugging contest. 	true	['Eggnog']			2014/12/23
http://www.emergent.info/former-seal-attacked-by-gang-hoax	Claim: Robert O’Neill, the former SEAL who claims to have shot Bin Laden, was attacked in his home by members of a street gang	false	['Empire News', 'Fake News']			2014/12/20
http://www.emergent.info/texas-plumbing-truck-isis	Claim: A Texas plumbing company's truck is now being used by militant Islamist fighters in Syria	true	['ISIS']			2014/12/19
http://www.emergent.info/macdonalds-overweight-customers	Claim: McDonald's will stop serving overweight customers	false	"['Fake News', ""McDonald's""]"			2014/12/19
http://www.emergent.info/NSA-elf-on-shelf	Claim: Popular Christmas toy Elf On The Shelf is an espionage project run by the National Security Agency	false	['Elf On the Shelf', 'Fake News', 'Hoaxes']			2014/12/17
http://www.emergent.info/Apple-Watch-two-hours-charge	Claim: The Apple Watch takes about two hours to charge	true	['Apple Watch', 'Apple Watch Battery', 'Matthew Panzarino', 'TechCrunch']			2015/03/06
http://www.emergent.info/heart-rate-glance	Claim: The Apple Watch will include a feature called Heart Rate Glance	true	['9to5 Mac', 'Apple Watch', 'Apple Watch Features', 'Mark Gurman']			2015/03/06
http://www.emergent.info/default-Apple-Watch-glances	Claim: There are 10 default Glances on the Apple Watch	unverified	['9to5 Mac', 'Apple Watch', 'Apple Watch Features', 'Mark Gurman']			2015/03/06
http://www.emergent.info/Apple-Watch-5-hours-heavy-use	Claim: The Apple Watch will offer 5 hours of heavy application use	unverified	['9to5 Mac', 'Apple Watch', 'Apple Watch Battery', 'Mark Gurman']			2015/03/06
http://www.emergent.info/Apple-Watch-email	Claim: The launch version of the Apple Watch OS does not support email replies	unverified	['9to5 Mac', 'Apple Watch', 'Apple Watch Features', 'Mark Gurman']			2015/03/06
http://www.emergent.info/Apple-Watch-Edition-4500	Claim: The gold Apple Watch Edition will cost $4,500 USD	false	['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Financial Times', 'Nick Foulkes']			2015/03/06
http://www.emergent.info/19-million-watches-in-2015	Claim: Apple will sell 19 million Apple Watches in 2015	unverified	['Apple Watch', 'Apple Watch Sales', 'BMO Capital Markets', 'Keith Bachman']			2015/03/06
http://www.emergent.info/Apple-Watch-diagnostics-port	Claim: The Apple Watch will ship with a diagnostics port	unverified	['Apple Watch', 'Matthew Panzarino', 'TechCrunch']			2015/03/05
http://www.emergent.info/Watch-sell-15-million-2015	Claim: Apple will sell 15 million Apple Watches in 2015	unverified	['Apple Watch', 'Apple Watch Sales', 'Neil Mawston', 'Strategy Analytics']			2015/03/05
http://www.emergent.info/ios-8dot2-launch	Claim: Apple will release iOS 8.2 on March 9	true	['BGR', 'iOS', 'Jonathan S. Geller']			2015/03/05
http://www.emergent.info/custom-engraving-Apple-Watch	Claim: Apple will offer custom engraving on the Apple Watch	unverified	['Apple Watch', 'Engraving', 'iPhoneNote']			2015/03/05
http://www.emergent.info/apple-tv-refresh	Claim: Apple will reveal a refreshed Apple TV at the March 9th Spring Forward Event	false	['Andrew Cunningham', 'Apple', 'Apple TV', 'Ars Technica']			2015/03/05
http://www.emergent.info/apple-itunes-beats-subscription	Claim: Apple will not reveal the iTunes subscription service based on Beats Music at the March 9th Spring Forward Event	true	['9to5 Mac', 'Apple', 'iTunes', 'Mark Gurman']			2015/03/05
http://www.emergent.info/apple-macbook-air-refresh	Claim: Apple will announce a refreshed MacBook Air models at the March 9th Spring Forward Event	true	['Andrew Cunningham', 'Apple', 'Ars Technica', 'MacBook Air']			2015/03/05
http://www.emergent.info/Apple-Watch-Edition-5000	Claim: The Apple Watch Edition will cost $5,000	false	['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Marco Arment']			2015/03/04
http://www.emergent.info/apple-macbook-air-12	Claim: Apple will announce a 12-inch MacBook Air Retina at the March 9th Spring Forward Event	true	['Apple', 'MacBook Air', 'The Michael Report']			2015/03/04
http://www.emergent.info/apple-tv-hbo-now	Claim: HBO Now streaming subscription is coming to Apple TV	true	['Apple TV', 'HBO', 'International Business Times', 'Michael Learmonth']			2015/03/04
http://www.emergent.info/apple-watch-limited-access	Claim: Developers have limited access to Apple Watch sensors and features, to make simpler apps that don't drain battery	unverified	['Apple Watch', 'Apple Watch Battery', 'Business Insider', 'Steven Tweedie']			2015/03/04
http://www.emergent.info/apple-pad-pro	Claim: Apple delayed production of a 12-inch iPad Pro and will not announce it at the March 9th event	true	['Apple', 'Bloomberg', 'iPad', 'Tim Culpan', 'Tim Higgins']			2015/03/04
http://www.emergent.info/stainless-Apple-Watch-price	Claim: The stainless steel Apple Watch will be priced between $499 and $549 USD	true	['Apple Watch', 'Apple Watch Price', 'Gene Munster', 'Piper Jaffray']			2015/03/03
http://www.emergent.info/Apple-Watch-Edition-price	Claim: The gold Apple Watch Edition will start at $4,999 USD	false	['Apple Watch', 'Apple Watch Price', 'Gene Munster', 'Piper Jaffray']			2015/03/03
http://www.emergent.info/Apple-Watch-launch-Germany	Claim: The Apple Watch will be available in Germany at launch	true	['9to5 Mac', 'Apple Watch', 'Germany', 'Mark Gurman']			2015/03/02
http://www.emergent.info/LG-Apple-Watch-screens	Claim: LG will supply the screens for the Apple Watch that goes on sale in April	unverified	['Apple Watch', 'Apple Watch Components', 'Electronic Times']			2015/03/02
http://www.emergent.info/pop-up-apple-shop-Selfridges	Claim: Apple will open a pop-up Apple Watch store in London's Selfridges department store	unverified	['Apple Watch', 'Joe Rossignol', 'London', 'MacRumors', 'Selfridges']			2015/03/01
http://www.emergent.info/8dot2-release-march-2	Claim: Apple will release iOS 8.2 March 2	false	['BGR', 'iOS', 'Jonathan S. Geller']			2015/02/27
http://www.emergent.info/Apple-Watch-power-reserve	Claim: The Apple Watch will include a feature called Power Reserve	true	['Apple Watch', 'Apple Watch Battery', 'Brian X. Chen', 'New York Times']			2015/02/27
http://www.emergent.info/Apple-Edition-cost-10k	Claim: The larger Apple Watch Edition will cost $10,000	true	['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Grail Watch', 'Stephen Foskett']			2015/02/27
http://www.emergent.info/Apple-Watch-Edition-not-online	Claim: The gold Apple Watch Edition will not be sold online or by mail	unverified	['Apple Watch', 'Apple Watch Edition', 'Grail Watch', 'Stephen Foskett']			2015/02/27
http://www.emergent.info/Apple-Watch-gold-950	Claim: The gold Apple Watch Edition will retail for $950 USD	false	"['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', ""Baron's"", 'Citigroup', 'Jim Suva']"			2015/02/27
http://www.emergent.info/Apple-Watch-purchased-Apple-only	Claim: The Apple Watch will only be sold from the Apple Store and website at launch	false	"['Apple Watch', ""Baron's"", 'Citigroup', 'Jim Suva']"			2015/02/27
